run_date,hotel_key,check_date,price
2026-06-23,enowa_yufuin,2026-07-01,356950
2026-06-23,enowa_yufuin,2026-07-02,356950
2026-06-23,enowa_yufuin,2026-07-03,352550
2026-06-23,enowa_yufuin,2026-07-04,352550
2026-06-23,enowa_yufuin,2026-07-05,356950
2026-06-23,enowa_yufuin,2026-07-06,356950
2026-06-23,enowa_yufuin,2026-07-07,361350
2026-06-23,enowa_yufuin,2026-07-08,383350
2026-06-23,enowa_yufuin,2026-07-09,383350
2026-06-23,enowa_yufuin,2026-07-10,383350
2026-06-23,enowa_yufuin,2026-07-11,383350
2026-06-23,enowa_yufuin,2026-07-12,383350
2026-06-23,enowa_yufuin,2026-07-13,383350
2026-06-23,enowa_yufuin,2026-07-14,383350
2026-06-23,enowa_yufuin,2026-07-15,361350
2026-06-23,enowa_yufuin,2026-07-16,356950
2026-06-23,enowa_yufuin,2026-07-17,356950
2026-06-23,enowa_yufuin,2026-07-18,352550
2026-06-23,enowa_yufuin,2026-07-19,352550
2026-06-23,enowa_yufuin,2026-07-20,352550
2026-06-23,enowa_yufuin,2026-07-21,352550
2026-06-23,enowa_yufuin,2026-07-22,361350
2026-06-23,enowa_yufuin,2026-07-23,356950
2026-06-23,enowa_yufuin,2026-07-24,356950
2026-06-23,enowa_yufuin,2026-07-25,352550
2026-06-23,enowa_yufuin,2026-07-26,352550
2026-06-23,enowa_yufuin,2026-07-27,352550
2026-06-23,enowa_yufuin,2026-07-28,356950
2026-06-23,enowa_yufuin,2026-07-29,356950
2026-06-23,enowa_yufuin,2026-07-30,356950
2026-06-23,enowa_yufuin,2026-07-31,352550
